General Maintenance,ಸಾಮಾನ್ಯ ನಿರ್ವಹಣೆ,,"Functioning & maintenance of room fittings (Electrical equipment, Furniture, Bathroom/Toilet facilities etc.)","ಕೊಠಡಿಯ ಫಿಟ್ಟಿಂಗ್‌ಗಳ ಕಾರ್ಯನಿರ್ವಹಣೆ ಮತ್ತು ನಿರ್ವಹಣೆ (ವಿದ್ಯುತ್ ಉಪಕರಣಗಳು, ಪೀಠೋಪಕರಣಗಳು, ಸ್ನಾನಗೃಹ/ಶೌಚಾಲಯ ಸೌಲಭ್ಯಗಳು ಇತ್ಯಾದಿ)",,General maintenance
General Maintenance,ಸಾಮಾನ್ಯ ನಿರ್ವಹಣೆ,,Functioning of electrical equipments,ವಿದ್ಯುತ್ ಉಪಕರಣಗಳ ಕಾರ್ಯನಿರ್ವಹಣೆ,,Electrical equipment function
General Maintenance,ಸಾಮಾನ್ಯ ನಿರ್ವಹಣೆ,,Functioning of furniture & fixtures,ಪೀಠೋಪಕರಣಗಳು ಮತ್ತು ಇತರ ವಸ್ತುಗಳ ಕಾರ್ಯನಿರ್ವಹಣೆ,,Furnitures & fixtures function
General Maintenance,ಸಾಮಾನ್ಯ ನಿರ್ವಹಣೆ,,Functioning of bathroom fittings,ಬಾತ್ರೂಮ್ ಫಿಟ್ಟಿಂಗ್‌ಗಳ ಕಾರ್ಯನಿರ್ವಹಣೆ,,Bathroom fittings function
General Maintenance,ಸಾಮಾನ್ಯ ನಿರ್ವಹಣೆ,,Other maintenance issues,ಇತರ ನಿರ್ವಹಣೆ ಸಮಸ್ಯೆಗಳು,,Other maintenance issues
Dietician Services,ಆಹಾರ ತಜ್ಞರ ಸೇವೆಗಳು,,"Dietician services (Dietician counselling, Courtesy etc.)","ಆಹಾರ ತಜ್ಞರ ಸೇವೆಗಳು (ಆಹಾರ ತಜ್ಞರ ಸಮಾಲೋಚನೆ, ಸೌಜನ್ಯ ಇತ್ಯಾದಿ)",,Dietician services
Dietician Services,ಆಹಾರ ತಜ್ಞರ ಸೇವೆಗಳು,,Counselling & guidance by the dietician,ಆಹಾರ ತಜ್ಞರಿಂದ ಸಲಹೆ ಮತ್ತು ಮಾರ್ಗದರ್ಶನ,,Dietician counselling
Dietician Services,ಆಹಾರ ತಜ್ಞರ ಸೇವೆಗಳು,,Courtesy and compassion of the dietician,ಆಹಾರ ತಜ್ಞರ ಸೌಜನ್ಯ ಮತ್ತು ಸಹಾನುಭೂತಿ,,Dietician courtesy
Dietician Services,ಆಹಾರ ತಜ್ಞರ ಸೇವೆಗಳು,,Other dietician issues,ಇತರ ಆಹಾರ ತಜ್ಞರ ಸಮಸ್ಯೆಗಳು,,Other dietician issues
Canteen Services,ಕ್ಯಾಂಟೀನ್ ಸೇವೆಗಳು,,"Canteen services (Food quality, Staff response, Hygiene etc.)","ಕ್ಯಾಂಟೀನ್ ಸೇವೆಗಳು (ಆಹಾರದ ಗುಣಮಟ್ಟ, ಸಿಬ್ಬಂದಿ ಪ್ರತಿಕ್ರಿಯೆ, ನೈರ್ಮಲ್ಯ ಇತ್ಯಾದಿ)",,Canteen services
Canteen Services,ಕ್ಯಾಂಟೀನ್ ಸೇವೆಗಳು,,Quality of food,ಆಹಾರದ ಗುಣಮಟ್ಟ,,Quality of food
Canteen Services,ಕ್ಯಾಂಟೀನ್ ಸೇವೆಗಳು,,Timeliness of food delivery,ಆಹಾರ ವಿತರಣೆಯ ಸಮಯೋಚಿತತೆ,,Food delivery timeliness
Canteen Services,ಕ್ಯಾಂಟೀನ್ ಸೇವೆಗಳು,,Quantity of food served,ಬಡಿಸಿದ ಆಹಾರದ ಪ್ರಮಾಣ,,Food quantity
Canteen Services,ಕ್ಯಾಂಟೀನ್ ಸೇವೆಗಳು,,Food was not hot when served,ಬಡಿಸುವಾಗ ಆಹಾರ ಬಿಸಿಯಾಗಿರಲಿಲ್ಲ,,Food not served hot
Canteen Services,ಕ್ಯಾಂಟೀನ್ ಸೇವೆಗಳು,,Canteen staff's response,ಕ್ಯಾಂಟೀನ್ ಸಿಬ್ಬಂದಿಯ ಪ್ರತಿಕ್ರಿಯೆ,,Canteen staff's response
Canteen Services,ಕ್ಯಾಂಟೀನ್ ಸೇವೆಗಳು,,Hygiene standards were not upheld,ನೈರ್ಮಲ್ಯ ಮಾನದಂಡಗಳನ್ನು ಕಾಪಾಡಿಲ್ಲ,,Canteen hygiene
Canteen Services,ಕ್ಯಾಂಟೀನ್ ಸೇವೆಗಳು,,Other canteen issues,ಇತರ ಕ್ಯಾಂಟೀನ್ ಸಮಸ್ಯೆಗಳು,,Other canteen issues
Radiology,ರೇಡಿಯಾಲಜಿ/ ವಿಕಿರಣಶಾಸ್ತ್ರ,,"Services in radiology: X-ray, CT, Ultrasound, etc (Staff response, Time taken etc.)","ರೇಡಿಯಾಲಜಿಯಲ್ಲಿನ ಸೇವೆಗಳು: ಎಕ್ಸ್-ರೇ, ಸಿ.ಟಿ, ಅಲ್ಟ್ರಾಸೌಂಡ್ (ಸಿಬ್ಬಂದಿ ಪ್ರತಿಕ್ರಿಯೆ, ತೆಗೆದುಕೊಂಡ ಸಮಯ ಇತ್ಯಾದಿ)",,Radiology services
Radiology,ರೇಡಿಯಾಲಜಿ/ ವಿಕಿರಣಶಾಸ್ತ್ರ,,Waiting time in radiology,ರೇಡಿಯಾಲಜಿಯಲ್ಲಿ ಕಾಯುವ ಸಮಯ,,Radiology wait time
Radiology,ರೇಡಿಯಾಲಜಿ/ ವಿಕಿರಣಶಾಸ್ತ್ರ,,Radiology staff response,ರೇಡಿಯಾಲಜಿ ಸಿಬ್ಬಂದಿ ಪ್ರತಿಕ್ರಿಯೆ,,Radiology staff response
Radiology,ರೇಡಿಯಾಲಜಿ/ ವಿಕಿರಣಶಾಸ್ತ್ರ,,Timely receipt of reports,ವರದಿಗಳ ಸಕಾಲಿಕ ಸ್ವೀಕೃತಿ,,Timely radiology reports
Radiology,ರೇಡಿಯಾಲಜಿ/ ವಿಕಿರಣಶಾಸ್ತ್ರ,,Dissatisfied with guidance before the procedure,ಕಾರ್ಯವಿಧಾನದ ಮೊದಲು ಮಾರ್ಗದರ್ಶನದಿಂದ ಅತೃಪ್ತಿ,,Pre-procedure instructions
Radiology,ರೇಡಿಯಾಲಜಿ/ ವಿಕಿರಣಶಾಸ್ತ್ರ,,Other radiology issues,ಇತರ ರೇಡಿಯಾಲಜಿ ಸಮಸ್ಯೆಗಳು,,Other radiology issues
Pharmacy,ಔಷಧಾಲಯ,,"Services in pharmacy (Staff response, Availability of medicines, Timely dispatch, Explanation etc.)","ಔಷಧಾಲಯದಲ್ಲಿನ ಸೇವೆಗಳು (ಸಿಬ್ಬಂದಿ ಪ್ರತಿಕ್ರಿಯೆ, ಔಷಧಿಗಳ ಲಭ್ಯತೆ, ಸಮಯೋಚಿತ ರವಾನೆ, ವಿವರಣೆ ಇತ್ಯಾದಿ)",,Pharmacy services
Pharmacy,ಔಷಧಾಲಯ,,Pharmacy staff response,ಫಾರ್ಮಸಿ ಸಿಬ್ಬಂದಿ ಪ್ರತಿಕ್ರಿಯೆ,,Pharma staff response
Pharmacy,ಔಷಧಾಲಯ,,Waiting time in queue,ಸರದಿಯಲ್ಲಿ ಕಾಯುವ ಸಮಯ,,Pharma queue wait time
Pharmacy,ಔಷಧಾಲಯ,,Availability of prescribed medicines,ಸೂಚಿಸಲಾದ ಔಷಧಿಗಳ ಲಭ್ಯತೆ,,Medicine availability
Pharmacy,ಔಷಧಾಲಯ,,Other pharmacy issues,ಇತರ ಫಾರ್ಮಸಿ ಸಮಸ್ಯೆಗಳು,,Other pharmacy issues
Security,ಸೆಕ್ಯೂರಿಟಿ,,Security services (Response and Helpfulness),ಸೆಕ್ಯೂರಿಟಿ ಸೇವೆಗಳು ( ಪ್ರತಿಕ್ರಿಯೆ ಮತ್ತು ಸಹಾಯ),,Security experience
Security,ಸೆಕ್ಯೂರಿಟಿ,,Security staff response,ಸೆಕ್ಯೂರಿಟಿ ಸಿಬ್ಬಂದಿ ಪ್ರತಿಕ್ರಿಯೆ,,Security staff response
Security,ಸೆಕ್ಯೂರಿಟಿ,,Helpfulness of security,ಸೆಕ್ಯೂರಿಟಿ ಸಹಾಯ,,Security helpfulness
Security,ಸೆಕ್ಯೂರಿಟಿ,,Other security staff issues,ಇತರ ಸೆಕ್ಯೂರಿಟಿ ಸಿಬ್ಬಂದಿ ಸಮಸ್ಯೆಗಳು,,Other security staff issues
Discharge,ಡಿಸ್ಚಾರ್ಜ್,,"Discharge process (Discharge speed, Summary etc.)","ಡಿಸ್ಚಾರ್ಜ್ ಪ್ರಕ್ರಿಯೆ (ಡಿಸ್ಚಾರ್ಜ್ ವೇಗ, ಸಾರಾಂಶ ಇತ್ಯಾದಿ)",,Discharge process
Discharge,ಡಿಸ್ಚಾರ್ಜ್,,Time taken for discharge,ಡಿಸ್ಚಾರ್ಜ್ಗೆ ತೆಗೆದುಕೊಂಡ ಸಮಯ,,Discharge time
Discharge,ಡಿಸ್ಚಾರ್ಜ್,,Discharge summary clarity and explanation,ಡಿಸ್ಚಾರ್ಜ್ ಸಾರಾಂಶ ಸ್ಪಷ್ಟತೆ ಮತ್ತು ವಿವರಣೆ,,Summary explanation
Discharge,ಡಿಸ್ಚಾರ್ಜ್,,"Improper discharge counselling( Final bill, medication, reports, follow up instructions etc)","ಅನುಚಿತ ಡಿಸ್ಚಾರ್ಜ್ ಕೌನ್ಸೆಲಿಂಗ್ (ಅಂತಿಮ ಬಿಲ್, ಔಷಧಿ, ವರದಿಗಳು, ಅನುಸರಣಾ ಸೂಚನೆಗಳು ಇತ್ಯಾದಿ)",,Incomplete discharge counselling
Discharge,ಡಿಸ್ಚಾರ್ಜ್,,Other discharge issues,ಇತರ ಡಿಸ್ಚಾರ್ಜ್ ಸಮಸ್ಯೆಗಳು,,Other discharge issues
Billing,ಬಿಲ್ಲಿಂಗ್,,"Billing experience (Staff response, Communication, Bill accuracy etc.)","ಬಿಲ್ಲಿಂಗ್ ಅನುಭವ (ಸಿಬ್ಬಂದಿ ಪ್ರತಿಕ್ರಿಯೆ, ಸಂವಹನ, ಬಿಲ್ ನಿಖರತೆ, ಇತ್ಯಾದಿ)",,Billing experience
Billing,ಬಿಲ್ಲಿಂಗ್,,Billing staff response,ಬಿಲ್ಲಿಂಗ್ ಸಿಬ್ಬಂದಿ ಪ್ರತಿಕ್ರಿಯೆ,,Billing staff response
Billing,ಬಿಲ್ಲಿಂಗ್,,Answers and clarification for billing queries,ಬಿಲ್ಲಿಂಗ್ ಪ್ರಶ್ನೆಗಳಿಗೆ ಉತ್ತರಗಳು ಮತ್ತು ಸ್ಪಷ್ಟೀಕರಣ,,Billing clarification
Billing,ಬಿಲ್ಲಿಂಗ್,,Accuracy of final bill,ಅಂತಿಮ ಬಿಲ್‌ನ ನಿಖರತೆ,,Final Bill accuracy
Billing,ಬಿಲ್ಲಿಂಗ್,,Lack of daily communication on financial matters,ಹಣಕಾಸಿನ ವಿಷಯಗಳಲ್ಲಿ ದೈನಂದಿನ ಸಂವಹನದ ಕೊರತೆ,,Lack of financial updates
Billing,ಬಿಲ್ಲಿಂಗ್,,Other billing issues,ಇತರ ಬಿಲ್ಲಿಂಗ್ ಸಮಸ್ಯೆಗಳು,,Other billing issues
Insurance,ಇನ್ಶೂರೆನ್ಸ್/ ವಿಮಾ,,"Insurance process (Staff response, Response, Time taken etc.)","ವಿಮಾ ಪ್ರಕ್ರಿಯೆ (ಸಿಬ್ಬಂದಿ ಪ್ರತಿಕ್ರಿಯೆ, ಪ್ರತಿಕ್ರಿಯೆ, ತೆಗೆದುಕೊಂಡ ಸಮಯ, ಇತ್ಯಾದಿ)",,Insurance process
Insurance,ಇನ್ಶೂರೆನ್ಸ್/ ವಿಮಾ,,Insurance staff response,ವಿಮಾ ಸಿಬ್ಬಂದಿ ಪ್ರತಿಕ್ರಿಯೆ,,Insurance staff response
Insurance,ಇನ್ಶೂರೆನ್ಸ್/ ವಿಮಾ,,"Unclear insurance details at admission (coverage, approval, exclusions).","ಪ್ರವೇಶದ ಸಮಯದಲ್ಲಿ ಅಸ್ಪಷ್ಟ ವಿಮಾ ವಿವರಗಳು (ವ್ಯಾಪ್ತಿ, ಅನುಮೋದನೆ, ಹೊರಗಿಡುವಿಕೆಗಳು)",,Info provided during admission
Insurance,ಇನ್ಶೂರೆನ್ಸ್/ ವಿಮಾ,,Time taken for processing insurance,ವಿಮೆಯನ್ನು ಪ್ರಕ್ರಿಯೆಗೊಳಿಸಲು ತೆಗೆದುಕೊಂಡ ಸಮಯ,,Insurance processing time
Insurance,ಇನ್ಶೂರೆನ್ಸ್/ ವಿಮಾ,,Lack of clarity on insurance status and delays.,ವಿಮಾ ಸ್ಥಿತಿ ಮತ್ತು ವಿಳಂಬದ ಬಗ್ಗೆ ಸ್ಪಷ್ಟತೆಯ ಕೊರತೆ,,Clarifty on status & delay
Insurance,ಇನ್ಶೂರೆನ್ಸ್/ ವಿಮಾ,,Other insurance issues,ಇತರ ವಿಮಾ ಸಮಸ್ಯೆಗಳು,,Other insurance issues
