Housekeeping/Cleanliness,ಹೌಸ್ ಕೀಪಿಂಗ್/ಸ್ವಚ್ಛತೆ,,Housekeeping staff behavior,ಸ್ವಚ್ಛತಾ ಸಿಬ್ಬಂದಿ ನಡವಳಿಕೆ,,Staff behavior
Housekeeping/Cleanliness,ಹೌಸ್ ಕೀಪಿಂಗ್/ಸ್ವಚ್ಛತೆ,,Overall hygiene and cleanliness,ಒಟ್ಟಾರೆ ನೈರ್ಮಲ್ಯ ಮತ್ತು ಶುಚಿತ್ವ,,Overall cleanliness
Housekeeping/Cleanliness,ಹೌಸ್ ಕೀಪಿಂಗ್/ಸ್ವಚ್ಛತೆ,,Other housekeeping issues,ಇತರ ಸ್ವಚ್ಛತಾ ಸೇವೆಗಳ ಸಮಸ್ಯೆಗಳು,,Other housekeeping issues
Radiology,ರೇಡಿಯಾಲಜಿ/ ವಿಕಿರಣಶಾಸ್ತ್ರ,,"Services in radiology: X-ray, CT, Ultrasound, etc (Staff response, Time taken etc.)","ರೇಡಿಯಾಲಜಿಯಲ್ಲಿನ ಸೇವೆಗಳು: ಎಕ್ಸ್-ರೇ, ಸಿ.ಟಿ, ಅಲ್ಟ್ರಾಸೌಂಡ್ (ಸಿಬ್ಬಂದಿ ಪ್ರತಿಕ್ರಿಯೆ, ತೆಗೆದುಕೊಂಡ ಸಮಯ ಇತ್ಯಾದಿ)",,Radiology services
Radiology,ರೇಡಿಯಾಲಜಿ/ ವಿಕಿರಣಶಾಸ್ತ್ರ,,Waiting time in radiology,ರೇಡಿಯಾಲಜಿಯಲ್ಲಿ ಕಾಯುವ ಸಮಯ,,Radiology wait time
Radiology,ರೇಡಿಯಾಲಜಿ/ ವಿಕಿರಣಶಾಸ್ತ್ರ,,Radiology staff response,ರೇಡಿಯಾಲಜಿ ಸಿಬ್ಬಂದಿ ಪ್ರತಿಕ್ರಿಯೆ,,Radiology staff response
Radiology,ರೇಡಿಯಾಲಜಿ/ ವಿಕಿರಣಶಾಸ್ತ್ರ,,Timely receipt of reports,ವರದಿಗಳ ಸಕಾಲಿಕ ಸ್ವೀಕೃತಿ,,Timely radiology reports
Radiology,ರೇಡಿಯಾಲಜಿ/ ವಿಕಿರಣಶಾಸ್ತ್ರ,,Dissatisfied with guidance before the procedure,ಕಾರ್ಯವಿಧಾನದ ಮೊದಲು ಮಾರ್ಗದರ್ಶನದಿಂದ ಅತೃಪ್ತಿ,,Pre-procedure instructions
Radiology,ರೇಡಿಯಾಲಜಿ/ ವಿಕಿರಣಶಾಸ್ತ್ರ,,Other radiology issues,ಇತರ ವಿಕಿರಣಶಾಸ್ತ್ರದ ಸಮಸ್ಯೆಗಳು,,Other radiology issues
Laboratory,ಪ್ರಯೋಗಾಲಯ,,"Services in laboratory (Staff response, Time taken etc.)","ಪ್ರಯೋಗಾಲಯದಲ್ಲಿನ ಸೇವೆಗಳು (ಸಿಬ್ಬಂದಿ ಪ್ರತಿಕ್ರಿಯೆ, ಸಮಯ ತೆಗೆದುಕೊಂಡ ಸಮಯ ಇತ್ಯಾದಿ)",,Laboratory services
Laboratory,ಪ್ರಯೋಗಾಲಯ,,Waiting time in laboratory,ಪ್ರಯೋಗಾಲಯದಲ್ಲಿ ಕಾಯುವ ಸಮಯ,,Lab waiting time
Laboratory,ಪ್ರಯೋಗಾಲಯ,,Laboratory staff response,ಪ್ರಯೋಗಾಲಯ ಸಿಬ್ಬಂದಿ ಪ್ರತಿಕ್ರಿಯೆ,,Lab staff response
Laboratory,ಪ್ರಯೋಗಾಲಯ,,Hygiene and safety standards were not maintained,ನೈರ್ಮಲ್ಯ ಮತ್ತು ಸುರಕ್ಷತಾ ಮಾನದಂಡಗಳನ್ನು ಕಾಯ್ದುಕೊಳ್ಳಲಾಗಿಲ್ಲ,,Hygiene/safety standards
Laboratory,ಪ್ರಯೋಗಾಲಯ,,Timely receipt of reports,ವರದಿಗಳ ಸಕಾಲಿಕ ಸ್ವೀಕೃತಿ,,Timely lab reports
Laboratory,ಪ್ರಯೋಗಾಲಯ,,Other laboratory issues,ಇತರ ಪ್ರಯೋಗಾಲಯ ಸಮಸ್ಯೆಗಳು,,Other lab issues
Pharmacy,ಔಷಧಾಲಯ,,"Services in pharmacy (Staff response, Availability of medicines, Timely dispatch, Explanation etc.)","ಔಷಧಾಲಯದಲ್ಲಿನ ಸೇವೆಗಳು (ಸಿಬ್ಬಂದಿ ಪ್ರತಿಕ್ರಿಯೆ, ಔಷಧಿಗಳ ಲಭ್ಯತೆ, ಸಮಯೋಚಿತ ರವಾನೆ, ವಿವರಣೆ ಇತ್ಯಾದಿ)",,Pharmacy services
Pharmacy,ಔಷಧಾಲಯ,,Pharmacy staff response,ಫಾರ್ಮಸಿ ಸಿಬ್ಬಂದಿ ಪ್ರತಿಕ್ರಿಯೆ,,Pharma staff response
Pharmacy,ಔಷಧಾಲಯ,,Waiting time in queue,ಸರದಿಯಲ್ಲಿ ಕಾಯುವ ಸಮಯ,,Pharma que wait time
Pharmacy,ಔಷಧಾಲಯ,,Availability of prescribed medicines,ಸೂಚಿಸಲಾದ ಔಷಧಿಗಳ ಲಭ್ಯತೆ,,Medicine availability
Pharmacy,ಔಷಧಾಲಯ,,Explanation of medicines and dosage,ಔಷಧಿಗಳ ವಿವರಣೆ ಮತ್ತು ಡೋಸೇಜ್,,Explanation of medicines
Pharmacy,ಔಷಧಾಲಯ,,Other pharmacy issues,ಇತರ ಔಷಧಾಲಯ ಸಮಸ್ಯೆಗಳು,,Other pharmacy issues
Security and Parking,ಭದ್ರತೆ ಮತ್ತು ಪಾರ್ಕಿಂಗ್,,"Security & Parking services (Availability, Staff response etc)","ಭದ್ರತೆ ಮತ್ತು ಪಾರ್ಕಿಂಗ್ ಸೇವೆಗಳು (ಲಭ್ಯತೆ, ಸಿಬ್ಬಂದಿ ಪ್ರತಿಕ್ರಿಯೆ ಇತ್ಯಾದಿ)",,Security & Parking Services
Security and Parking,ಭದ್ರತೆ ಮತ್ತು ಪಾರ್ಕಿಂಗ್,,Availability of parking space,ಪಾರ್ಕಿಂಗ್ ಸ್ಥಳದ ಲಭ್ಯತೆ,,Parking space availability
Security and Parking,ಭದ್ರತೆ ಮತ್ತು ಪಾರ್ಕಿಂಗ್,,Ease of access and navigation within the parking area,ಪಾರ್ಕಿಂಗ್ ಪ್ರದೇಶದೊಳಗೆ ಪ್ರವೇಶ ಮತ್ತು ಸಂಚರಣೆಯ ಸುಲಭತೆ,,Parking access and navigation
Security and Parking,ಭದ್ರತೆ ಮತ್ತು ಪಾರ್ಕಿಂಗ್,,Behavior and helpfulness of security and parking staff,ಭದ್ರತೆ ಮತ್ತು ಪಾರ್ಕಿಂಗ್ ಸಿಬ್ಬಂದಿಯ ನಡವಳಿಕೆ ಮತ್ತು ಸಹಾಯ,,Security/parking staff behavior
Security and Parking,ಭದ್ರತೆ ಮತ್ತು ಪಾರ್ಕಿಂಗ್,,Staff response to assistance requests,ಸಹಾಯ ವಿನಂತಿಗಳಿಗೆ ಸಿಬ್ಬಂದಿ ಪ್ರತಿಕ್ರಿಯೆ,,Response to assistance requests
Security and Parking,ಭದ್ರತೆ ಮತ್ತು ಪಾರ್ಕಿಂಗ್,,Security and safety of the parking area,ಪಾರ್ಕಿಂಗ್ ಪ್ರದೇಶದ ಭದ್ರತೆ ಮತ್ತು ಸುರಕ್ಷತೆ,,Parking area safety
Security and Parking,ಭದ್ರತೆ ಮತ್ತು ಪಾರ್ಕಿಂಗ್,,Other security or parking-related issues,ಇತರ ಭದ್ರತೆ ಅಥವಾ ಪಾರ್ಕಿಂಗ್-ಸಂಬಂಧಿತ ಸಮಸ್ಯೆಗಳು,,Other security/parking issues
